ip,state,whois_country,whois_info,shodan_country,shodan_os,shodan_vulns,shodan_bluekeep,,scan patched,scan vulnerable,offline,
47.102.41.189,vulnerable,CN,ALISOFT,CN,,"[u'CVE-2018-10549', u'CVE-2014-5459', u'CVE-2018-10545', u'CVE-2014-0118', u'CVE-2018-10546', u'CVE-2017-9798', u'CVE-2014-3523', u'CVE-2015-0231', u'CVE-2015-3185', u'CVE-2015-3184', u'CVE-2018-10548', u'CVE-2018-10547', u'CVE-2015-4148', u'CVE-2015-8935', u'CVE-2018-20783', u'CVE-2015-4147', u'CVE-2015-2348', u'CVE-2015-8838', u'CVE-2016-4073', u'CVE-2016-4072', u'CVE-2016-4071', u'CVE-2015-8835', u'CVE-2015-0232', u'CVE-2016-4975', u'CVE-2018-1312', u'CVE-2016-5116', u'CVE-2015-2783', u'CVE-2015-2787', u'CVE-2015-6831', u'CVE-2015-6832', u'CVE-2015-6833', u'CVE-2015-6834', u'CVE-2015-6835', u'CVE-2015-6836', u'CVE-2015-6837', u'CVE-2015-6838', u'CVE-2018-19520', u'CVE-2018-19396', u'CVE-2016-7478', u'CVE-2015-3412', u'CVE-2014-0207', u'CVE-2018-17082', u'CVE-2019-9639', u'CVE-2019-9638', u'CVE-2019-9637', u'CVE-2018-14883', u'CVE-2015-4600', u'CVE-2015-4603', u'CVE-2015-4602', u'CVE-2015-4605', u'CVE-2015-4604', u'CVE-2017-9788', u'CVE-2014-3597', u'CVE-2014-4670', u'CVE-2014-9912', u'CVE-2014-0237', u'CVE-2014-3981', u'CVE-2014-9652', u'CVE-2014-0226', u'CVE-2014-0231', u'CVE-2014-8142', u'CVE-2019-0220', u'CVE-2014-0117', u'CVE-2014-3515', u'CVE-2014-0238', u'CVE-2014-5120', u'CVE-2019-9023', u'CVE-2019-9020', u'CVE-2019-9021', u'CVE-2019-9024', u'CVE-2014-3587', u'CVE-2016-0736', u'CVE-2014-9705', u'CVE-2016-3185', u'CVE-2015-5589', u'CVE-2015-0273', u'CVE-2015-4599', u'CVE-2014-3669', u'CVE-2014-3668', u'CVE-2018-19935', u'CVE-2017-15710', u'CVE-2015-4598', u'CVE-2017-7679', u'CVE-2017-15715', u'CVE-2015-3307', u'CVE-2018-17199', u'CVE-2019-6977', u'CVE-2014-3478', u'CVE-2015-8873', u'CVE-2015-5590', u'CVE-2014-9653', u'CVE-2015-4021', u'CVE-2015-4022', u'CVE-2015-4025', u'CVE-2015-4024', u'CVE-2015-4026', u'CVE-2014-9427', u'CVE-2014-3670', u'CVE-2015-8994', u'CVE-2019-9641', u'CVE-2016-8743', u'CVE-2018-15132', u'CVE-2016-3171', u'CVE-2014-3487', u'CVE-2014-3480', u'CVE-2014-4721', u'CVE-2014-9767', u'CVE-2015-2331', u'CVE-2016-8612', u'CVE-2014-4698', u'CVE-2015-3329', u'CVE-2015-3411', u'CVE-2018-19395', u'CVE-2014-8109', u'CVE-2015-4644', u'CVE-2015-4642', u'CVE-2016-2161', u'CVE-2014-3479', u'CVE-2018-1283', u'CVE-2015-3330', u'CVE-2017-16642']",FALSE,,,,,
52.164.184.48,offline,US,MSFT,IE,,,FALSE,,,,,
47.107.81.33,patched,CN,ALISOFT,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
34.211.153.127,vulnerable,US,AT-88-Z,US,,[u'CVE-2019-0708'],TRUE,,,,,
168.255.50.236,offline,MX,,,,,FALSE,,,,,
174.142.50.109,vulnerable,CA,IWEB-CL-T186-140CL-315,CA,,"[u'CVE-2017-7679', u'CVE-2016-0736', u'CVE-2015-3185', u'CVE-2015-3184', u'CVE-2018-1312', u'CVE-2010-1256', u'CVE-2015-0253', u'CVE-2017-15710', u'CVE-2010-3972', u'CVE-2017-7668', u'CVE-2017-15715', u'CVE-2015-0228', u'CVE-2012-2532', u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2018-17199', u'CVE-2017-9788', u'CVE-2017-3167', u'CVE-2017-9798', u'CVE-2017-3169', u'CVE-2016-2161', u'CVE-2016-8612', u'CVE-2019-0220', u'CVE-2016-4975', u'CVE-2018-1283', u'CVE-2012-2531', u'CVE-2016-8743']",FALSE,,,,,
213.148.73.65,offline,TR,TR-TEBWEB2,,,,FALSE,,,,,
37.186.133.9,patched,IT,IT-BCOM-20120320,IT,,"[u'CVE-2018-10549', u'CVE-2018-10548', u'CVE-2018-10545', u'CVE-2018-10547', u'CVE-2018-10546', u'CVE-2018-19518', u'CVE-2018-1312', u'CVE-2019-9020', u'CVE-2018-1333', u'CVE-2018-17082', u'CVE-2018-11763', u'CVE-2018-7584', u'CVE-2018-19935', u'CVE-2019-0197', u'CVE-2019-0196', u'CVE-2019-9640', u'CVE-2019-0211', u'CVE-2017-15710', u'CVE-2019-9639', u'CVE-2019-9638', u'CVE-2017-15715', u'CVE-2019-9021', u'CVE-2015-9253', u'CVE-2019-9637', u'CVE-2019-11040', u'CVE-2018-20783', u'CVE-2019-0708', u'CVE-2018-17199', u'CVE-2018-14883', u'CVE-2018-14851', u'CVE-2019-6977', u'CVE-2018-1301', u'CVE-2018-1302', u'CVE-2018-1303', u'CVE-2015-0204', u'CVE-2015-4000', u'CVE-2018-12882', u'CVE-2019-11039', u'CVE-2019-11038', u'CVE-2019-0220', u'CVE-2019-11036', u'CVE-2019-9022', u'CVE-2019-9023', u'CVE-2018-1283', u'CVE-2019-9641', u'CVE-2019-9024', u'CVE-2018-15132']",TRUE,,,,,
183.78.180.24,patched,CN,CHINANET-FJ,,,,FALSE,,,,,
193.112.108.187,vulnerable,CN,TENCENT-CN,,,,FALSE,,,,,
106.54.37.135,patched,CN,TencentCloud,CN,,,FALSE,,,,,
184.95.39.220,vulnerable,US,SECUREDSERVERS,US,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
120.79.103.187,patched,CN,ALISOFT,,,,FALSE,,,,,
96.127.167.154,patched,US,SINGLEHOP,US,,,FALSE,,,,,
120.114.138.238,patched,TW,TANET-NET,TW,,,FALSE,,,,,
192.200.122.139,patched,US,GSI-192-200-96-0,US,,"[u'CVE-2017-7269', u'CVE-2009-4444', u'CVE-2003-1582', u'CVE-2005-2089', u'CVE-2007-2897', u'CVE-2009-1535', u'CVE-2019-0708', u'CVE-2006-0026', u'CVE-2009-2521', u'CVE-2008-1446', u'CVE-2007-1278', u'CVE-2005-2678', u'CVE-2008-0074', u'CVE-2008-0075', u'CVE-2010-1256', u'CVE-2009-3023', u'CVE-2003-0718', u'CVE-2010-1899']",TRUE,,,,,
86.122.52.174,vulnerable,RO,RO-RCS-RDS,RO,,[u'CVE-2019-0708'],TRUE,,,,,
211.159.185.77,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
14.29.208.21,vulnerable,CN,CHINANET-GD,,,,FALSE,,,,,
111.230.210.189,patched,CN,TencentCloud,CN,,,FALSE,,,,,
49.232.82.94,patched,CN,TencentCloud,CN,,,FALSE,,,,,
59.54.16.12,vulnerable,CN,CHINANET-JX,CN,,,FALSE,,,,,
206.161.251.179,offline,US,BTN-CIDR2,US,,,FALSE,,,,,
213.47.18.183,vulnerable,AT,Pimp-my-home,AT,,,FALSE,,,,,
106.53.23.36,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
39.104.123.202,patched,CN,ALISOFT,CN,,,FALSE,,,,,
123.58.2.54,patched,CN,ZLLX,CN,,,FALSE,,,,,
39.100.53.199,patched,CN,ALISOFT,,,,FALSE,,,,,
103.224.250.216,vulnerable,HK,CLOUD-RELY-NET,HK,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
13.234.3.168,vulnerable,US,AMAZON-BOM,IN,,[u'CVE-2019-0708'],TRUE,,,,,
213.8.118.245,patched,IL,EURONET,IL,,[u'CVE-2019-0708'],TRUE,,,,,
51.219.101.252,patched,GB,UK-GTL,GB,,"[u'CVE-2010-1899', u'CVE-2019-0708', u'MS15-034', u'CVE-2010-2730', u'CVE-2015-1635', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
